iter	MAE
527	0.07400603703
528	0.0738473967
529	0.07371052456
530	0.07359748278
531	0.07352874894
532	0.07337443493
533	0.07314122569
534	0.0729170598
535	0.07256005194
536	0.0724626988
537	0.07236185664
538	0.07222556082
539	0.07208558603
540	0.07190814763
541	0.0716408531
542	0.07141235409
543	0.0712576602
544	0.0711530204
545	0.07102555592
546	0.07078055427
547	0.07042680178
548	0.07032757404
549	0.07013467685
550	0.0699809056
551	0.06982889351
552	0.06968810647
553	0.06947022276
554	0.06937544723
555	0.06911939281
556	0.06899756307
557	0.06883870101
558	0.06875691923
559	0.06862739199
560	0.06842809415
561	0.06825656795
562	0.06816464887
563	0.06802185714
564	0.06794773792
565	0.06768622674
566	0.06749013721
567	0.06743359538
568	0.06727700961
569	0.06708118838
570	0.06688913002
571	0.06679122287
572	0.06668345229
573	0.0665354874
574	0.0663293732
575	0.06627634268
576	0.06606309197
577	0.06588032794
578	0.0656483083
579	0.06553570704
580	0.06518213248
581	0.06497538483
582	0.06476490497
583	0.06464957633
584	0.06443721839
585	0.0642925916
586	0.06404439823
587	0.06386833958
588	0.06356231647
589	0.06338003375
590	0.06327797835
591	0.06319113791
592	0.06306776651
593	0.0629620849
594	0.06288689428
595	0.06271284949
596	0.0626394416
597	0.06258454272
598	0.06248604175
599	0.06233420616
600	0.06218371703
601	0.06206539181
602	0.06199052335
603	0.06192234021
604	0.06174417465
605	0.06162085495
606	0.06134845198
607	0.06123436297
608	0.06106428454
609	0.0608918133
610	0.06073392061
611	0.0605831224
612	0.06044864712
613	0.06015712378
614	0.06000535134
615	0.0598420741
616	0.05953688581
617	0.05942179236
618	0.05921855756
619	0.05913888318
620	0.05896505137
621	0.05878225695
622	0.05865042869
623	0.05851085843
624	0.05845021337
625	0.05832679558
626	0.05822067655
627	0.05796913723
628	0.05782765125
629	0.05765947821
630	0.05754082887
631	0.05735226255
632	0.05715315194
633	0.05685948465
634	0.05677787649
635	0.05663622903
636	0.05650386202
637	0.05643709575
638	0.05622041418
639	0.0561202923
640	0.05593146567
641	0.05574334404
642	0.05564916729
643	0.0555595599
644	0.05551190188
645	0.05545740636
646	0.05529899357
647	0.05519824822
648	0.0551152198
649	0.05497319379
650	0.0548649808
651	0.05465490813
652	0.05454646928
653	0.05446578313
654	0.05440947533
655	0.0543527888
656	0.05417370541
657	0.05405600429
658	0.05393553182
659	0.05387470938
660	0.05377689997
661	0.05371421009
662	0.05359286933
663	0.05348307747
664	0.05338430287
665	0.05332445128
666	0.0532275756
667	0.0530944119
668	0.05300905071
669	0.05288839298
670	0.05276707214
671	0.05268005265
672	0.05259456775
673	0.05246773403
674	0.05243493945
675	0.05228361221
676	0.05220498073
677	0.0520470074
678	0.05189649361
679	0.05180767517
680	0.05167501659
681	0.05159469677
682	0.05155899749
683	0.05147730633
684	0.05140775541
685	0.05123215379
686	0.051137596
687	0.05104366006
688	0.05089459172
689	0.05082638146
690	0.05063900389
691	0.05058485915
692	0.05052467216
693	0.0503900096
694	0.05029933114
695	0.05017695956
696	0.05009319273
697	0.04996863866
698	0.04988702372
699	0.04975067432
700	0.04963660076
701	0.04958543433
702	0.04945179835
703	0.0493941288
704	0.04930740296
705	0.04918889403
706	0.04909344755
707	0.04896947106
708	0.04888023591
709	0.04880272279
710	0.04858103805
711	0.04838950696
712	0.04826733039
713	0.04819016191
714	0.04808828434
715	0.04791122883
716	0.04781577279
717	0.04767157308
718	0.04755857238
719	0.04748565742
720	0.0474310146
721	0.0473456957
722	0.04726239253
723	0.04718573536
724	0.04712207088
725	0.04692102061
726	0.04685092522
727	0.04678784171
728	0.04666256869
729	0.04656054953
730	0.04644098186
731	0.04637558197
732	0.04623689228
733	0.04601785463
734	0.04591512283
735	0.04581610337
736	0.0456954957
737	0.04561120436
738	0.04554328238
739	0.04548559988
740	0.04533355425
741	0.04520133753
742	0.04513855743
743	0.04506930534
744	0.04500864721
745	0.04487185053
746	0.04481496296
747	0.04473655875
748	0.04463031769
749	0.04458015102
750	0.04452842643
751	0.04445919428
752	0.04437766007
753	0.04431132697
754	0.04425101176
755	0.04420599015
756	0.04408370286
757	0.04399449758
758	0.04387112791
759	0.04379302696
760	0.04371875313
761	0.04367716833
762	0.04361858584
763	0.04354748074
764	0.04350167854
765	0.04340311615
766	0.04337773373
767	0.04331397393
768	0.0432500431
769	0.04322147515
770	0.04315559093
771	0.0430623327
772	0.04300747274
773	0.04295519977
774	0.04290556188
775	0.04283180781
776	0.04275890529
777	0.04269541482
778	0.04264378054
779	0.04257433389
780	0.04251091143
781	0.0424637342
782	0.04236923831
783	0.04228901957
784	0.04221928449
785	0.04213200235
786	0.04199876237
787	0.04195138833
788	0.04189310107
789	0.04173800233
790	0.04168476263
791	0.04159730424
792	0.0415055427
793	0.04138869934
794	0.04127176027
795	0.04120129359
796	0.04111081242
797	0.04108763227
798	0.04103794673
799	0.04099358935
800	0.04093817114
801	0.04083799988
802	0.04080435446
803	0.0407527515
804	0.04070847892
805	0.04058038783
806	0.04052501178
807	0.04045230406
808	0.04038825089
809	0.04033857332
810	0.04025073282
811	0.04020837943
812	0.04014092983
813	0.04009677629
814	0.03996643822
815	0.03992630038
816	0.03980345511
817	0.03974604681
818	0.03963924537
819	0.03947978847
820	0.03943854965
821	0.03936727149
822	0.03928639561
823	0.03923684535
824	0.03917167581
825	0.03908871012
826	0.0390466349
827	0.03900205623
828	0.03893894218
829	0.03884183319
830	0.03878035005
831	0.03873031239
832	0.03864746155
833	0.03849254546
834	0.03842039422
835	0.03834593886
836	0.03828568491
837	0.03819712373
838	0.03811617433
839	0.0380743644
840	0.03800644183
841	0.03791216936
842	0.03783423165
843	0.03771965383
844	0.03762496525
845	0.03753967065
846	0.03741079113
847	0.03735826096
848	0.03730297456
849	0.03725074566
850	0.03720634257
851	0.03709103969
852	0.03705336257
853	0.03701777389
854	0.03698157272
855	0.03695717949
856	0.03688353741
857	0.03682331787
858	0.03671808093
859	0.03666961464
860	0.03655784163
861	0.03643485199
862	0.03640249984
863	0.03631307311
864	0.03622106813
865	0.03617603791
866	0.03614468789
867	0.03607099935
868	0.03604049062
869	0.03597613891
870	0.03594257996
871	0.03588786285
872	0.03587525435
873	0.03584771762
874	0.0357748066
875	0.03567398955
876	0.03564134519
877	0.03545960199
878	0.03542505998
879	0.03537672871
880	0.03532564837
881	0.03527363984
882	0.03523087482
883	0.03517479194
884	0.0350905552
885	0.0350206304
886	0.03484135483
887	0.03479491224
888	0.03475185985
889	0.03471636292
890	0.03467628738
891	0.03465779496
892	0.03460872519
893	0.03454025157
894	0.03445760801
895	0.03436814618
896	0.03428867083
897	0.03424514849
898	0.03420036246
899	0.03414998144
900	0.03403687781
901	0.03397684293
902	0.03392958523
903	0.03390789672
904	0.0338554573
905	0.03379276286
906	0.03370168703
907	0.03362277662
908	0.03356402436
909	0.03350734812
910	0.0334455902
911	0.03333166318
912	0.03325230476
913	0.03314805536
914	0.03308268699
915	0.03305998078
916	0.03302886975
917	0.03294134911
918	0.03288425144
919	0.03279129945
920	0.03270742574
921	0.03268049942
922	0.03254978375
923	0.03245274422
924	0.03239754656
925	0.03233569177
926	0.03225306798
927	0.03210883787
928	0.03206556725
929	0.03199733682
930	0.03197871339
931	0.03192002346
932	0.03188332465
933	0.03186562471
934	0.03184072486
935	0.03179351531
936	0.03173894429
937	0.03171870603
938	0.0317007609
939	0.03164507689
940	0.03162200336
941	0.03159469001
942	0.03157188684
943	0.03152554566
944	0.03148031103
945	0.03142574402
946	0.03137750432
947	0.03133279146
948	0.03128811767
949	0.03123465412
950	0.03120130598
951	0.03116240666
952	0.03109093676
953	0.03103154268
954	0.03097467523
955	0.03089509089
956	0.03086607285
957	0.03084327185
958	0.03082763428
959	0.03080701793
960	0.03077813488
961	0.03075949829
962	0.03074139795
963	0.03068699975
964	0.03062132443
965	0.03060028443
966	0.03052278733
967	0.03045703428
968	0.03036703202
969	0.03029289903
970	0.03024413637
971	0.03020886059
972	0.03012472484
973	0.03009626294
974	0.03005317995
975	0.03003063487
976	0.02997218631
977	0.02992220203
978	0.02990272788
979	0.02988514148
980	0.02985699527
981	0.02983130318
982	0.02979986214
983	0.02978766793
984	0.02975243347
985	0.02965500593
986	0.0296057487
987	0.02955667286
988	0.02951435353
989	0.02949296861
990	0.02946471234
991	0.02944962293
992	0.02943722007
993	0.02942051526
994	0.02939179494
995	0.0293709021
996	0.02933213664
997	0.02929650538
998	0.02926740921
999	0.02917362985
